TENURE,AGE,GENDER,NATIONALITY,STATE,STATUS_BEFORE,STATUS_AFTER,OFFER_TAKER,DATE_ID,DATA_PURC_BEFORE,DATA_PURC_AFTER,DATA_CHRG_BEFORE,DATA_CHRG_AFTER,DATA_USG_BEFORE,DATA_USG_AFTER,VOICE_USG_BEFORE,VOICE_USG_AFTER,RLD_IND_BEFORE,RLD_IND_AFTER,RLD_AMT_BEFORE,RLD_AMT_AFTER,CPA_RVN_BEFORE,CPA_RVN_AFTER,ARPU_BEFORE,ARPU_AFTER,ACTVIITY_DAYS_AFTER,ACTIVITY_STATUS_AFTER,ID,PLAN_ID,PLAN_TYPE,VAS_ID,VAS_TYPE,YEAR,MONTH,DAY,QUARTER
27,54,Female,Malaysia,SABAH,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.082973,0.075099,0.0,0.0,N,N,?,?,?,?,?,?,0,DURING & AFTER CAMP,134,1,Saver,1,Caller_tune,2022,10,6,4
71,24,Female,Malaysia,PERAK,Active,Active,Y,10/5/2022,Y,N,27.98,?,0.095688,0.0,0.0,0.0,Y,N,10.00,?,?,?,27.980000,?,37,NO ACTIVITY SINCE SEP,135,1,Saver,1,Caller_tune,2022,10,5,4
18,25,Female,Malaysia,SABAH,Active,Active,Y,10/5/2022,Y,Y,15.00,14.99,28.391176,10.955425,1.2,0.0,Y,Y,25.00,10.00,?,?,21.810000,17.810000,0,DURING & AFTER CAMP,137,1,Saver,2,Roaming,2022,10,5,4
30,33,Male,Malaysia,SABAH,Active,Active,Y,10/6/2022,Y,Y,27.98,27.99,3.914991,12.105611,0.0,2.3833,N,Y,?,30.00,?,?,3.000000,27.990000,0,BEFORE & AFTER CAMP,138,1,Saver,1,Caller_tune,2022,10,6,4
48,30,Male,Malaysia,KLANG VALLEY,Active,Active,Y,10/6/2022,Y,N,15.00,?,5.377552,0.0,20.5167,0.0,Y,N,45.00,?,?,?,17.700000,?,39,NO ACTIVITY SINCE SEP,139,1,Saver,2,Roaming,2022,10,6,4
84,32,Male,Malaysia,SABAH,Active,Active,Y,10/5/2022,Y,N,15.00,?,2.702281,0.0,0.0,0.0,Y,N,5.00,?,?,?,?,?,39,NO ACTIVITY SINCE SEP,141,2,Premium,2,Roaming,2022,10,5,4
43,63,Female,Malaysia,PENANG,Active,Active,Y,10/5/2022,Y,Y,15.00,8.00,8.96681,32.612324,1.2333,0.15,Y,Y,30.00,25.00,21.19,?,28.090000,24.430000,0,DURING & AFTER CAMP,142,1,Saver,1,Caller_tune,2022,10,5,4
179,32,Female,Malaysia,SARAWAK,Active,Active,Y,10/6/2022,Y,N,49.98,?,1.505584,0.0,1.7,0.0,Y,N,60.00,?,?,?,89.340000,?,34,NO ACTIVITY SINCE SEP,143,1,Saver,2,Roaming,2022,10,6,4
46,31,Female,Malaysia,JOHORE,Active,Active,Y,10/6/2022,Y,N,15.00,?,1.748762,0.0,5.1166,0.0,Y,N,30.00,?,?,?,12.210000,2.000000,11,DURING & AFTER CAMP,146,2,Premium,1,Caller_tune,2022,10,6,4
51,29,Male,Malaysia,KLANG VALLEY,Active,Active,Y,10/5/2022,Y,Y,15.00,5.00,0.399968,9.896361,0.0,0.0,N,N,?,?,?,?,?,9.500000,12,BEFORE & AFTER CAMP,147,1,Saver,1,Caller_tune,2022,10,5,4
29,23,Male,Malaysia,SABAH,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.0,0.0,0.0,0.0,N,N,?,?,?,?,?,?,33,NO ACTIVITY SINCE SEP,148,2,Premium,2,Roaming,2022,10,6,4
27,37,Male,Malaysia,SARAWAK,Active,Active,Y,10/6/2022,Y,N,15.00,?,29.801469,0.0,0.0,0.0,Y,N,25.00,?,?,?,21.900000,?,36,NO ACTIVITY SINCE SEP,149,2,Premium,1,Caller_tune,2022,10,6,4
48,26,Male,Malaysia,SARAWAK,Active,Active,Y,10/6/2022,Y,N,15.00,?,4e-06,0.0,0.0,0.0,N,N,?,?,?,?,?,?,35,NO ACTIVITY SINCE SEP,150,2,Premium,1,Caller_tune,2022,10,6,4
68,37,Female,Malaysia,KLANG VALLEY,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.116958,0.134888,0.0,0.0,N,N,?,?,?,?,?,?,15,DURING & AFTER CAMP,152,1,Saver,2,Roaming,2022,10,5,4
146,55,Female,Malaysia,KLANG VALLEY,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.0,0.0,8.0167,0.0,Y,N,20.00,?,?,?,16.920000,?,0,BEFORE & AFTER CAMP,155,1,Saver,2,Roaming,2022,10,6,4
68,57,Male,Malaysia,SARAWAK,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.0,0.0,0.0,0.0,N,N,?,?,?,?,?,?,8,DURING & AFTER CAMP,156,2,Premium,1,Caller_tune,2022,10,6,4
520,36,Female,Malaysia,TERENGGANU,Active,Active,Y,10/5/2022,Y,N,29.99,?,7.62488,1.572863,7.6,0.0,Y,N,30.00,?,?,?,2.600000,?,0,DURING & AFTER CAMP,158,2,Premium,2,Roaming,2022,10,5,4
46,28,Male,Malaysia,JOHORE,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.0,0.0,0.0,0.0,Y,N,5.00,?,?,?,12.000000,?,34,NO ACTIVITY SINCE SEP,161,2,Premium,1,Caller_tune,2022,10,6,4
520,35,Male,Malaysia,SABAH,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.0,0.0,0.0,0.0,N,N,?,?,?,?,?,?,39,NO ACTIVITY SINCE SEP,162,2,Premium,1,Caller_tune,2022,10,5,4
51,23,Female,Malaysia,SARAWAK,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.690715,0.214417,0.0,0.0,N,N,?,?,?,?,1.500000,?,0,BEFORE & AFTER CAMP,163,1,Saver,2,Roaming,2022,10,6,4
50,25,Female,Malaysia,SABAH,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.0,4e-06,0.0,0.0,N,N,?,?,?,?,?,?,2,DURING & AFTER CAMP,165,1,Saver,1,Caller_tune,2022,10,6,4
40,29,Male,Malaysia,KLANG VALLEY,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.0,0.0,0.0,0.0,N,N,?,?,?,?,27.000000,?,34,NO ACTIVITY SINCE SEP,166,2,Premium,2,Roaming,2022,10,6,4
49,51,Male,Malaysia,N SEMBILAN,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.926123,2.559436,0.0,0.0,N,N,?,?,?,?,?,?,0,DURING & AFTER CAMP,167,1,Saver,2,Roaming,2022,10,5,4
59,50,Male,Malaysia,PENANG,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.0,0.0,0.0,0.0,N,N,?,?,?,?,?,?,9,BEFORE & AFTER CAMP,168,2,Premium,1,Caller_tune,2022,10,5,4
18,45,Male,Malaysia,PERAK,Active,Active,Y,10/5/2022,Y,N,15.00,?,2.83317,0.0,7.0,0.0,Y,N,10.00,?,?,?,4.700000,?,34,NO ACTIVITY SINCE SEP,171,1,Saver,2,Roaming,2022,10,5,4
70,62,Female,Malaysia,SARAWAK,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.017992,0.0,24.3167,0.0,Y,N,10.00,?,?,?,6.630000,?,35,NO ACTIVITY SINCE SEP,172,2,Premium,1,Caller_tune,2022,10,5,4
19,39,Male,Malaysia,KELANTAN,Active,Active,Y,10/5/2022,Y,N,35.00,?,66.620421,0.0,0.0,0.0,N,N,?,?,?,?,35.000000,?,35,NO ACTIVITY SINCE SEP,175,2,Premium,1,Caller_tune,2022,10,5,4
20,71,Female,Malaysia,PERAK,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.0,0.0,0.0,0.0,N,N,?,?,?,?,?,?,35,NO ACTIVITY SINCE SEP,176,2,Premium,2,Roaming,2022,10,5,4
45,35,Female,Malaysia,PERAK,Active,Active,Y,10/5/2022,N,N,?,?,0.0,0.0,0.0,0.2667,N,N,?,?,?,?,?,0.390000,1,BEFORE & AFTER CAMP,177,1,Saver,2,Roaming,2022,10,5,4
53,28,Male,Malaysia,MALACCA,Active,Active,Y,10/5/2022,Y,N,5.00,?,22.887751,0.0,0.0,0.0,Y,N,10.00,?,?,?,9.000000,?,33,NO ACTIVITY SINCE SEP,178,1,Saver,1,Caller_tune,2022,10,5,4
113,27,Male,Malaysia,SABAH,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.0,0.0,0.0,0.0,Y,N,10.00,?,12.90,?,12.900000,?,18,DURING CAMP THEN REMAIN,179,1,Saver,2,Roaming,2022,10,5,4
52,58,Female,Malaysia,SABAH,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.0,0.0,0.0,0.0,N,N,?,?,?,?,?,?,33,NO ACTIVITY SINCE SEP,180,2,Premium,1,Caller_tune,2022,10,5,4
19,35,Male,Malaysia,SARAWAK,Active,Active,Y,10/5/2022,Y,N,15.00,?,3.543948,0.0,0.0,0.0,Y,N,5.00,?,?,?,1.500000,?,22,DURING CAMP THEN REMAIN,182,2,Premium,2,Roaming,2022,10,5,4
14,50,Male,Malaysia,N SEMBILAN,Active,Active,Y,10/5/2022,Y,N,15.00,?,9.775335,0.0,2.9833,0.0,Y,N,65.00,?,?,?,42.100000,?,38,NO ACTIVITY SINCE SEP,183,1,Saver,1,Caller_tune,2022,10,5,4
36,34,Male,Malaysia,PERAK,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.000576,0.0,0.0,0.0,N,N,?,?,?,?,?,?,34,NO ACTIVITY SINCE SEP,184,1,Saver,1,Caller_tune,2022,10,6,4
25,29,Male,Malaysia,SARAWAK,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.0,0.0,0.0,0.0,N,N,?,?,1.50,1.50,1.500000,13.500000,9,DURING & AFTER CAMP,185,1,Saver,1,Caller_tune,2022,10,6,4
176,30,Female,Malaysia,SARAWAK,Active,Active,Y,10/5/2022,N,Y,?,10.00,0.0,2.292047,0.0,17.05,Y,N,100.00,?,?,?,?,14.810000,0,BEFORE & AFTER CAMP,186,2,Premium,2,Roaming,2022,10,5,4
36,29,Male,Malaysia,KLANG VALLEY,Active,Active,Y,10/5/2022,Y,Y,6.00,3.00,0.516392,0.838229,0.0167,0.0,Y,N,30.00,?,?,?,7.700000,5.400000,2,BEFORE & AFTER CAMP,187,2,Premium,1,Caller_tune,2022,10,5,4
30,24,Female,Malaysia,JOHORE,Active,Active,Y,10/6/2022,Y,N,15.00,?,1e-06,0.0,0.0,0.0,N,N,?,?,?,?,?,?,36,NO ACTIVITY SINCE SEP,188,2,Premium,2,Roaming,2022,10,6,4
32,46,Female,Malaysia,JOHORE,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.000215,0.015521,0.0,0.0,N,N,?,?,?,?,?,?,17,BEFORE & AFTER CAMP,190,2,Premium,2,Roaming,2022,10,6,4
109,25,Male,Malaysia,PERAK,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.0,0.0,0.0,0.0,Y,Y,5.00,5.00,?,?,?,?,15,DURING & AFTER CAMP,191,2,Premium,1,Caller_tune,2022,10,5,4
126,37,Male,Malaysia,PERAK,Active,Active,Y,10/5/2022,N,N,?,?,0.0,0.0,9.35,19.3667,N,N,?,?,?,?,2.240000,4.480000,1,DURING & AFTER CAMP,195,1,Saver,2,Roaming,2022,10,5,4
183,29,Male,Malaysia,PERAK,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.0,0.0,0.0,0.0,N,N,?,?,?,?,6.000000,8.000000,1,BEFORE & AFTER CAMP,197,2,Premium,2,Roaming,2022,10,6,4
79,23,Male,Malaysia,PAHANG,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.0,0.0,0.0,0.0,N,N,?,?,?,?,?,?,37,NO ACTIVITY SINCE SEP,198,1,Saver,1,Caller_tune,2022,10,5,4
520,23,Female,Malaysia,KLANG VALLEY,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.0,0.0,0.0,0.0,N,N,?,?,?,?,?,?,2,BEFORE & AFTER CAMP,200,2,Premium,1,Caller_tune,2022,10,5,4
25,60,Male,Malaysia,PAHANG,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.0,0.0,0.0,0.0,Y,N,12.00,?,?,?,?,?,37,NO ACTIVITY SINCE SEP,201,2,Premium,1,Caller_tune,2022,10,6,4
35,22,Female,Malaysia,KEDAH,Active,Active,Y,10/5/2022,Y,N,15.00,?,6.031788,0.0,0.0,0.0,N,N,?,?,?,?,?,?,11,DURING & AFTER CAMP,203,2,Premium,2,Roaming,2022,10,5,4
84,62,Male,Malaysia,SARAWAK,Active,Active,Y,10/6/2022,Y,N,29.99,?,5.084647,0.0,7.6833,0.0,Y,N,50.00,?,?,?,2.600000,?,34,NO ACTIVITY SINCE SEP,204,2,Premium,1,Caller_tune,2022,10,6,4
72,26,Male,Malaysia,KLANG VALLEY,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.6613,0.0,0.0,0.0,N,N,?,?,?,?,?,?,33,NO ACTIVITY SINCE SEP,206,2,Premium,2,Roaming,2022,10,5,4
152,24,Female,Malaysia,PERAK,Active,Active,Y,10/5/2022,N,N,?,?,0.0,0.0,0.0,0.0,N,N,?,?,?,?,?,?,2,DURING & AFTER CAMP,209,2,Premium,1,Caller_tune,2022,10,5,4
48,39,Female,Malaysia,SABAH,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.010997,0.0,0.0,0.1333,Y,N,10.00,?,?,?,4.000000,?,4,DURING & AFTER CAMP,211,1,Saver,2,Roaming,2022,10,6,4
520,71,Male,Malaysia,N SEMBILAN,Active,Active,Y,10/6/2022,N,N,?,?,2.6e-05,8.7e-05,0.1333,6.0833,Y,N,30.00,?,?,?,0.260000,1.690000,0,DURING & AFTER CAMP,213,1,Saver,1,Caller_tune,2022,10,6,4
46,25,Female,Malaysia,SABAH,Active,Active,Y,10/5/2022,Y,N,15.00,?,8.108966,7.8978,0.4,2.1333,Y,Y,10.00,20.00,11.80,16.40,12.100000,17.300000,1,BEFORE & AFTER CAMP,215,1,Saver,1,Caller_tune,2022,10,5,4
21,40,Male,Malaysia,TERENGGANU,Active,Active,Y,10/6/2022,Y,N,15.00,?,27.137174,0.0,0.0,0.0,Y,N,40.00,?,?,?,18.800000,?,33,NO ACTIVITY SINCE SEP,217,1,Saver,1,Caller_tune,2022,10,6,4
28,28,Male,Malaysia,PERAK,Active,Active,Y,10/5/2022,Y,N,15.00,?,3.786712,0.0,8.7833,0.0,N,N,?,?,?,?,2.470000,?,36,NO ACTIVITY SINCE SEP,219,2,Premium,2,Roaming,2022,10,5,4
44,44,Male,Malaysia,PAHANG,Active,Active,Y,10/6/2022,Y,Y,15.00,12.00,0.566979,0.816653,0.0,0.0,Y,Y,20.00,20.00,?,?,12.000000,19.000000,3,DURING & AFTER CAMP,220,1,Saver,1,Caller_tune,2022,10,6,4
131,57,Female,Malaysia,PENANG,Active,Active,Y,10/6/2022,Y,N,15.00,?,2.7e-05,3.9e-05,14.0334,14.3667,N,N,?,?,?,?,18.480000,5.480000,0,DURING & AFTER CAMP,221,2,Premium,2,Roaming,2022,10,6,4
147,30,Male,Malaysia,PERAK,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.0,0.0,0.0,10.5333,N,Y,?,10.00,?,?,?,8.700000,0,BEFORE & AFTER CAMP,222,2,Premium,1,Caller_tune,2022,10,6,4
102,31,Male,Malaysia,SABAH,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.448384,0.046869,0.0,0.0,N,Y,?,10.00,?,?,?,0.800000,4,DURING & AFTER CAMP,225,2,Premium,2,Roaming,2022,10,6,4
34,25,Female,Malaysia,SARAWAK,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.0,0.0,0.0,0.0,N,N,?,?,?,?,?,?,0,DURING & AFTER CAMP,229,2,Premium,1,Caller_tune,2022,10,5,4
44,31,Male,Malaysia,SARAWAK,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.162082,0.0,0.0,0.0,N,N,?,?,?,?,?,?,33,NO ACTIVITY SINCE SEP,230,1,Saver,2,Roaming,2022,10,5,4
17,38,Male,Malaysia,KELANTAN,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.059699,0.85258,0.0,0.0,N,N,?,?,?,?,1.000000,?,2,BEFORE & AFTER CAMP,231,2,Premium,1,Caller_tune,2022,10,5,4
71,22,Female,Malaysia,SABAH,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.068429,0.110513,0.0,0.0,N,N,?,?,?,?,?,?,1,DURING & AFTER CAMP,232,1,Saver,1,Caller_tune,2022,10,6,4
92,23,Female,Malaysia,SABAH,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.0,0.0,0.0,0.0,Y,N,5.00,?,?,?,2.000000,?,1,DURING & AFTER CAMP,234,2,Premium,1,Caller_tune,2022,10,5,4
33,47,Male,Malaysia,N SEMBILAN,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.007321,0.312945,0.0,0.0,Y,N,10.00,?,?,?,?,?,0,BEFORE & AFTER CAMP,236,1,Saver,2,Roaming,2022,10,6,4
58,24,Male,Malaysia,N SEMBILAN,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.613225,0.0,0.0,0.0,N,N,?,?,?,?,?,?,20,DURING CAMP THEN REMAIN,238,1,Saver,2,Roaming,2022,10,5,4
104,26,Male,Malaysia,KEDAH,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.327038,0.0,0.0,0.0,Y,N,10.00,?,3.90,3.90,3.900000,3.900000,6,BEFORE & AFTER CAMP,239,1,Saver,2,Roaming,2022,10,5,4
222,0,Female,Malaysia,KLANG VALLEY,Active,Active,Y,10/6/2022,Y,N,27.99,?,0.025617,0.0,1.15,0.0,N,N,?,?,?,?,27.990000,?,39,NO ACTIVITY SINCE SEP,240,2,Premium,1,Caller_tune,2022,10,6,4
54,59,Male,Malaysia,N SEMBILAN,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.0,0.0,0.0167,0.0,Y,N,5.00,?,?,?,1.100000,?,37,NO ACTIVITY SINCE SEP,241,2,Premium,2,Roaming,2022,10,6,4
53,22,Unspecified,Malaysia,JOHOR,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.0,0.0,0.0,0.0,N,N,?,?,?,?,?,?,1,BEFORE & AFTER CAMP,244,1,Saver,1,Caller_tune,2022,10,5,4
48,31,Unspecified,Malaysia,SABAH,Active,Active,Y,10/6/2022,Y,Y,27.99,27.98,3.083397,7.886696,56.3167,88.9833,Y,Y,60.00,40.00,?,?,59.190000,39.680000,0,DURING & AFTER CAMP,246,2,Premium,2,Roaming,2022,10,6,4
15,24,Male,Malaysia,SABAH,Active,Active,Y,10/6/2022,Y,N,15.00,?,19.908054,10.867682,0.2,0.5,N,N,?,?,?,?,0.350000,0.100000,0,BEFORE & AFTER CAMP,247,2,Premium,1,Caller_tune,2022,10,6,4
22,46,Female,Malaysia,KELANTAN,Active,Active,Y,10/6/2022,Y,N,15.00,?,5.091174,0.0,1.4333,0.0,Y,N,5.00,?,?,?,4.400000,?,20,DURING CAMP THEN REMAIN,249,1,Saver,2,Roaming,2022,10,6,4
64,26,Male,Malaysia,PERAK,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.0,0.002072,0.0,0.0,Y,Y,150.00,140.00,?,?,40.000000,220.000000,0,DURING & AFTER CAMP,250,2,Premium,2,Roaming,2022,10,5,4
55,22,Female,Malaysia,SABAH,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.041622,0.072536,0.0,0.0,N,N,?,?,?,?,?,?,8,BEFORE & AFTER CAMP,251,2,Premium,2,Roaming,2022,10,6,4
69,35,Female,Malaysia,JOHORE,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.0,0.0,0.0,0.0,N,N,?,?,?,?,?,?,12,DURING & AFTER CAMP,255,1,Saver,2,Roaming,2022,10,5,4
18,24,Female,Malaysia,KLANG VALLEY,Active,Active,Y,10/5/2022,Y,N,15.00,?,6e-06,0.0,0.0,0.0,N,N,?,?,?,?,?,?,35,NO ACTIVITY SINCE SEP,257,2,Premium,2,Roaming,2022,10,5,4
62,66,Male,Malaysia,SARAWAK,Active,Active,Y,10/6/2022,Y,N,15.00,?,2.846814,0.0,0.0,0.0,Y,N,10.00,?,?,?,?,?,35,NO ACTIVITY SINCE SEP,258,1,Saver,1,Caller_tune,2022,10,6,4
15,48,Female,Malaysia,KLANG VALLEY,Active,Active,Y,10/6/2022,Y,N,15.00,?,2.539287,0.33864,0.0,0.0,N,N,?,?,?,?,?,?,0,DURING & AFTER CAMP,260,2,Premium,2,Roaming,2022,10,6,4
44,64,Male,Malaysia,PENANG,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.000291,0.000215,0.0,0.0,N,N,?,?,?,?,?,?,9,DURING & AFTER CAMP,262,2,Premium,2,Roaming,2022,10,6,4
29,36,Male,Malaysia,JOHORE,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.0,0.0,0.0,0.0,N,N,?,?,?,?,?,?,37,NO ACTIVITY SINCE SEP,263,2,Premium,2,Roaming,2022,10,6,4
228,55,Male,Malaysia,PENANG,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.000208,0.0,1.0,0.0,Y,N,5.00,?,?,?,0.720000,?,33,NO ACTIVITY SINCE SEP,264,1,Saver,1,Caller_tune,2022,10,5,4
58,30,Female,Malaysia,JOHORE,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.0,0.0,0.0,0.0,N,Y,?,5.00,?,?,?,?,17,BEFORE & AFTER CAMP,265,1,Saver,1,Caller_tune,2022,10,5,4
39,54,Male,Malaysia,JOHORE,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.010754,0.262982,0.0,0.0,N,N,?,?,?,?,?,?,0,DURING & AFTER CAMP,266,1,Saver,2,Roaming,2022,10,6,4
153,61,Male,Malaysia,KLANG VALLEY,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.0,0.0,0.0,0.0,Y,N,5.00,?,?,?,?,?,11,DURING & AFTER CAMP,267,2,Premium,2,Roaming,2022,10,5,4
91,33,Male,Malaysia,TERENGGANU,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.165787,0.042908,0.0,0.0,Y,N,5.00,?,?,?,?,?,13,BEFORE & AFTER CAMP,270,1,Saver,2,Roaming,2022,10,6,4
16,23,Female,Malaysia,JOHOR,Active,Active,Y,10/6/2022,Y,N,15.00,?,7.585677,0.0,113.0,0.0,N,N,?,?,?,?,6.400000,?,35,NO ACTIVITY SINCE SEP,271,2,Premium,2,Roaming,2022,10,6,4
61,26,Male,Malaysia,SARAWAK,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.0,0.0,0.0,0.0,N,N,?,?,?,?,?,?,0,DURING & AFTER CAMP,273,1,Saver,2,Roaming,2022,10,6,4
92,51,Female,Malaysia,PENANG,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.0,0.0,0.0,0.0,N,N,?,?,?,?,?,?,1,BEFORE & AFTER CAMP,277,2,Premium,2,Roaming,2022,10,6,4
35,22,Male,Malaysia,JOHORE,Active,Active,Y,10/5/2022,Y,N,15.00,?,3.132969,0.0,0.0,0.0,Y,Y,10.00,5.00,?,?,6.800000,?,7,DURING & AFTER CAMP,281,1,Saver,1,Caller_tune,2022,10,5,4
20,24,Female,Malaysia,JOHORE,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.0,0.0,0.0,0.0,N,N,?,?,?,?,?,?,39,NO ACTIVITY SINCE SEP,283,1,Saver,1,Caller_tune,2022,10,6,4
